industry,industry_category,country,state,sector,size,assessment_year,certification_cycle,overall_score,impact_area_community,impact_area_customers,impact_area_environment,impact_area_governance,impact_area_workers,impact_area_community_na_score,impact_area_customers_na_score,impact_area_environment_na_score,impact_area_governance_na_score,impact_area_workers_na_score,ia_environment_it_air_climate
Food products,Wholesale,United States,New York,Service, 10-49,2012,2.0,99.3,30.3,15.0,21.0,11.9,19.4,0.0,0.0,0.5,0.0,1.1,2.9
Food products,Wholesale,New Zealand,Auckland Region,Wholesale/Retail, 50-249,2021,1.0,95.7,14.4,2.9,38.6,15.9,22.0,0.5,0.2,0.0,0.0,0.7,7.1
Architecture design & planning,"Real estate, design & building",United States,Illinois,Service, 1-9,2013,1.0,97.5,29.0,17.5,28.5,13.1,26.5,0.0,0.0,0.2,0.0,0.0,2.9
Printing & recorded media,Manufactured Goods,United Kingdom,"Merstham, Surrey",Manufacturing, 50-249,2021,1.0,91.3,13.8,3.4,35.9,8.6,25.5,1.4,0.0,0.2,0.0,2.2,4.5
Environmental consulting,Professional & technical services,Brazil,Sao Paulo,Service, 10-49,2017,1.0,97.3,18.9,25.0,6.6,13.5,29.7,0.8,0.0,1.9,0.0,0.9,2.9
"Other professional, scientific & tech",Professional & technical services,Brazil,Sao Paulo,Service, 1-9,2014,2.0,86.0,15.3,26.7,4.4,10.2,24.3,1.3,0.0,0.5,0.4,2.9,2.9
Other/general wholesale trade,Wholesale,United States,California,Wholesale/Retail, 10-49,2017,1.0,92.7,22.4,0.0,31.9,15.9,20.7,0.5,0.0,0.0,0.0,1.3,2.9
Other/general wholesale trade,Wholesale,United States,California,Wholesale/Retail, 10-49,2015,2.0,93.7,22.4,0.0,35.9,15.5,18.4,0.0,0.0,0.0,0.0,1.5,2.9
Other/general wholesale trade,Wholesale,United States,California,Wholesale/Retail, 50-249,2013,4.0,84.1,17.2,0.0,40.6,6.5,18.1,0.0,0.0,1.1,0.0,0.7,2.9
Other/general wholesale trade,Wholesale,United States,California,Wholesale/Retail, 50-249,2013,4.0,84.1,17.2,0.0,40.6,6.5,18.1,0.0,0.0,1.1,0.0,0.7,2.9
Accommodation,Accommodation & food service,United Kingdom,Surrey,Service with Significant Environmental Footprint, 250-999,2024,1.0,94.4,23.8,4.5,20.5,17.6,24.3,2.2,0.0,0.3,0.0,0.8,9.2
Accommodation,Accommodation & food service,United Kingdom,Surrey,Service with Significant Environmental Footprint, 250-999,2020,2.0,80.3,19.4,4.4,16.0,15.3,22.1,1.7,0.0,0.2,0.0,0.7,6.3
Other info service activities,"Information, communication & technology",United States,Washington,Service, 1-9,2013,1.0,95.7,9.3,36.8,4.3,13.7,28.5,0.6,0.0,0.2,0.7,1.2,2.9
Food products,Wholesale,United Kingdom,London,Wholesale/Retail, 50-249,2019,1.0,86.2,14.0,4.6,15.2,17.7,28.1,1.4,0.0,0.0,0.0,4.9,5.2
Food products,Wholesale,United Kingdom,London,Wholesale/Retail, 50-249,2017,2.0,80.2,14.3,0.0,21.1,16.6,26.2,0.1,0.0,0.0,0.0,1.9,2.9
Medical & dental practice,Human health & social work,Switzerland,GE,Service with Significant Environmental Footprint, 10-49,2020,1.0,94.7,13.5,27.7,6.7,14.4,18.9,1.9,0.0,7.2,0.0,4.1,0.8
Other business support,Administrative & support services,Netherlands The,South Holland,Service, 10-49,2021,1.0,86.1,10.7,20.5,3.7,19.8,26.3,1.5,0.0,1.0,0.0,2.3,0.9
Other business support,Administrative & support services,Netherlands The,South Holland,Service, 1-9,2018,2.0,93.8,27.6,28.8,3.2,17.6,16.3,0.0,0.0,0.0,0.0,0.0,2.9
Other business support,Administrative & support services,Netherlands The,South Holland,Service, 1-9,2016,3.0,114.1,45.8,24.7,3.5,13.4,25.9,0.8,0.0,0.0,0.0,0.0,2.9
Web portals,"Information, communication & technology",Australia,Victoria,Service, 10-49,2016,1.0,82.6,21.0,13.6,9.7,9.2,26.8,1.3,0.0,0.0,0.0,1.0,2.9
Management consultant - for-profits,Professional & technical services,Peru,Lima,Service, 50-249,2022,1.0,94.8,20.5,6.4,7.0,17.8,31.6,1.8,0.0,3.6,0.0,5.9,2.2
Management consultant - for-profits,Professional & technical services,Peru,Lima,Service, 50-249,2020,2.0,82.1,20.0,3.5,4.9,14.3,28.3,2.2,0.0,3.1,0.0,5.5,0.0
Beverages,Manufactured Goods,United Kingdom,Scotland,Manufacturing, 250-999,2021,1.0,81.8,16.1,3.8,20.7,15.0,26.2,1.0,0.0,1.1,0.0,0.7,2.9
Other personal services,Other services,United States,New York,Service, 10-49,2017,1.0,102.5,14.3,45.7,4.1,13.6,23.2,0.6,0.0,0.3,0.0,0.7,2.9
Other personal services,Other services,United States,New York,Service, 10-49,2015,2.0,103.4,13.1,51.8,3.8,9.1,21.9,1.0,0.0,0.3,0.0,2.5,2.9
"Other professional, scientific & tech",Professional & technical services,United States,District of Columbia,Service, 1-9,2018,1.0,93.8,37.8,13.5,1.1,17.9,18.3,0.6,0.0,0.0,0.0,4.2,2.9
Management consultant - for-profits,Professional & technical services,Netherlands The,Noord-Holland,Service, 1-9,2019,1.0,83.3,14.8,27.6,2.5,15.8,14.1,3.0,0.0,0.4,0.0,4.7,1.8
Management consultant - for-profits,Professional & technical services,Netherlands The,Noord-Holland,Service, 1-9,2016,2.0,100.9,28.9,17.4,3.1,13.3,36.3,1.7,0.0,0.2,0.0,0.0,2.9
Management consultant - for-profits,Professional & technical services,Netherlands The,Noord-Holland,Service, 1-9,2014,3.0,87.4,21.8,23.3,9.1,8.5,23.6,0.0,0.0,1.0,0.0,0.0,2.9
Sports goods,Manufactured Goods,Chile,Santiago Metropolitan Region,Manufacturing, 1-9,2013,1.0,82.1,10.7,44.5,3.9,3.3,18.1,0.4,0.0,0.4,0.0,0.5,2.9
Other manufacturing,Manufactured Goods,United Kingdom,Scotland,Manufacturing, 50-249,2022,1.0,88.4,21.0,2.9,19.2,16.6,26.2,0.0,0.0,0.1,0.0,2.2,3.7
Social networks & info sharing,"Information, communication & technology",France,Île-de-France,Service, 10-49,2020,1.0,90.9,21.0,7.8,7.0,18.4,26.0,0.0,0.0,4.8,0.0,5.5,3.5
Beverages,Manufactured Goods,Brazil,Paraná,Manufacturing, 50-249,2018,1.0,80.1,21.7,4.5,25.6,12.3,19.5,0.8,0.0,0.0,0.0,0.0,2.9
Advertising & market research,Professional & technical services,United Kingdom,United Kingdom,Service, 1-9,2019,1.0,81.1,19.5,2.6,4.1,16.2,33.6,0.0,0.0,3.7,0.0,1.1,0.8
Beverages,Manufactured Goods,United States,Washington,Manufacturing, 1-9,2024,1.0,99.6,31.8,2.7,28.7,13.2,18.2,2.9,0.0,0.7,0.0,1.1,5.7
Beverages,Manufactured Goods,United States,Washington,Manufacturing, 1-9,2020,2.0,99.1,31.8,2.7,28.4,13.2,18.0,2.9,0.0,0.7,0.0,1.1,5.7
Beverages,Manufactured Goods,United States,Washington,Manufacturing, 1-9,2017,3.0,100.2,42.2,0.0,32.6,4.3,19.8,0.9,0.0,0.4,0.0,0.0,2.9
Beverages,Manufactured Goods,United States,Washington,Manufacturing, 1-9,2015,4.0,127.9,54.2,0.0,41.4,6.9,24.0,0.9,0.0,0.5,0.0,0.0,2.9
Beverages,Manufactured Goods,United States,Washington,Manufacturing, 1-9,2012,5.0,123.7,50.2,0.0,33.4,12.1,27.3,0.5,0.0,0.0,0.0,0.0,2.9
Food products,Manufactured Goods,Canada,Quebec,Manufacturing, 10-49,2022,1.0,86.3,17.4,1.1,16.7,14.3,32.3,3.5,0.0,0.0,0.0,0.6,7.3
Other personal services,Other services,Brazil,Rio de Janeiro,Service, 0,2014,1.0,81.9,29.1,18.9,23.4,8.7,0.0,0.0,0.0,1.8,0.0,0.0,2.9
Management consultant - for-profits,Professional & technical services,United States,California,Service, 10-49,2019,1.0,93.5,24.9,12.5,6.0,17.6,27.4,0.0,0.0,4.5,0.0,0.3,1.7
Advertising & market research,Professional & technical services,United Kingdom,London,Service, 1-9,2019,1.0,87.2,19.4,21.5,6.3,7.1,24.2,2.9,0.0,1.1,0.0,4.4,1.4
Environmental consulting,Professional & technical services,Netherlands The,Utrecht,Service, 10-49,2016,1.0,83.3,16.4,25.5,5.6,8.9,25.5,0.4,0.0,0.0,0.0,1.0,2.9
Beverages,Manufactured Goods,United Kingdom,North Yorkshire,Manufacturing, 10-49,2021,1.0,81.5,14.1,2.7,19.8,16.6,21.9,2.6,0.0,0.0,0.0,3.5,9.5
Agricultural Processing,"Agriculture, forestry & fishing",Belize,Stann Creek District,Agriculture/Growers, 50-249,2024,1.0,122.3,45.5,3.6,27.8,8.9,28.2,5.5,0.0,0.9,0.3,1.3,4.0
Agricultural Processing,"Agriculture, forestry & fishing",Belize,Stann Creek District,Agriculture/Growers, 50-249,2021,2.0,91.4,27.7,1.7,17.4,9.9,18.9,4.2,0.0,6.3,0.0,4.9,3.3
Software publishing and SaaS platforms,"Information, communication & technology",Netherlands The,North Holland,Service, 10-49,2020,1.0,143.4,41.1,26.4,12.0,24.0,38.5,0.0,0.0,0.0,0.0,1.1,3.8
Restaurants & food service,Accommodation & food service,United Kingdom,City of Westminster,Service with Significant Environmental Footprint, 250-999,2023,1.0,81.3,13.6,3.1,15.5,16.7,28.3,1.4,0.6,0.5,0.0,1.2,7.0
"Other professional, scientific & tech",Professional & technical services,Argentina,Ciudad de Buenos Aires,Service, 10-49,2019,1.0,86.2,24.1,2.7,10.9,17.2,22.5,0.0,0.0,0.0,0.0,8.5,2.5
Accounting & auditing,Professional & technical services,Germany,Bavaria,Service, 1-9,2023,1.0,97.4,30.0,2.5,5.4,18.0,34.4,3.9,0.0,0.0,0.0,2.9,1.3
Data processing & hosting,"Information, communication & technology",United States,California,Service, 10-49,2016,1.0,100.8,12.6,0.0,41.3,18.0,28.0,1.0,0.0,0.0,0.0,0.0,2.9
Data processing & hosting,"Information, communication & technology",United States,California,Service, 1-9,2013,2.0,87.4,7.5,0.0,40.2,16.7,22.3,0.0,0.0,0.6,0.0,0.0,2.9
Data processing & hosting,"Information, communication & technology",United States,California,Service with Minor Environmental Footprint, 10-49,2011,3.0,100.5,26.7,35.0,15.7,4.7,18.4,0.0,0.0,0.0,0.0,0.0,2.9
Other power generation,"Energy, Heating & Cooling",United States,North Carolina,Manufacturing, 1-9,2012,1.0,156.3,48.8,0.0,70.5,11.2,20.7,0.4,0.0,3.3,0.1,0.9,2.9
Food products,Wholesale,Hong Kong S.A.R.,Causeway bay,Wholesale/Retail, 1-9,2017,1.0,80.8,25.5,0.0,22.5,7.4,24.5,0.9,0.0,0.0,0.0,0.0,2.9
Food products,Manufactured Goods,Chile,Maule Region,Manufacturing, 0,2018,1.0,118.5,92.2,0.0,16.5,7.3,23.9,2.1,0.0,0.4,0.0,1.7,2.9
Equity investing - Emerging Markets,Financial & insurance activities,United States,Massachusetts,Service, 1-9,2019,1.0,94.6,9.9,45.6,0.1,17.6,16.9,1.5,0.6,0.1,0.0,1.9,0.1
Equity investing - Emerging Markets,Financial & insurance activities,United States,Massachusetts,Service, 1-9,2016,2.0,101.2,16.3,45.4,1.0,17.9,18.8,0.6,0.0,0.1,0.0,1.1,2.9
Equity investing - Emerging Markets,Financial & insurance activities,United States,Massachusetts,Service, 1-9,2014,3.0,110.9,17.5,42.6,5.1,17.5,26.6,0.7,0.0,1.0,0.0,0.0,2.9
Equity investing - Emerging Markets,Financial & insurance activities,United States,Massachusetts,Service, 1-9,2012,4.0,108.2,10.4,39.9,5.1,16.7,34.5,0.0,0.0,0.1,0.0,1.5,2.9
Equity investing - Emerging Markets,Financial & insurance activities,United States,Massachusetts,Service with Minor Environmental Footprint, 1-9,2009,5.0,103.4,4.7,49.7,4.1,11.6,33.3,0.0,0.0,0.0,0.0,0.0,2.9
Agicultural support/post-harvest,"Agriculture, forestry & fishing",Canada,Ontario,Agriculture/Growers, 50-249,2020,1.0,98.2,32.8,3.4,25.2,13.7,12.9,1.9,0.0,6.6,0.0,1.4,1.7
Agicultural support/post-harvest,"Agriculture, forestry & fishing",Canada,Ontario,Agriculture/Growers, 1-9,2016,2.0,98.8,42.2,0.0,27.0,9.3,14.7,0.3,0.0,4.3,0.0,1.0,2.9
Restaurants & food service,Accommodation & food service,Singapore,Central Singapore Community Development Council,Service with Significant Environmental Footprint, 10-49,2021,1.0,80.8,14.6,2.1,9.9,14.8,33.7,2.7,0.0,0.1,0.0,2.5,1.7
Solar panel installation,Energy,United States,Maine,Service with Significant Environmental Footprint, 10-49,2019,1.0,111.3,11.2,1.9,35.5,11.3,46.8,2.0,0.0,1.4,0.0,0.8,4.7
Food products,Wholesale,United States,California,Wholesale/Retail, 1-9,2017,1.0,84.2,26.1,0.0,25.0,17.5,15.1,0.0,0.0,0.0,0.0,0.5,2.9
Food products,Wholesale,United States,California,Wholesale/Retail, 0,2015,2.0,87.2,39.2,0.0,34.3,12.5,0.0,0.0,0.0,1.1,0.0,0.0,2.9
Food products,Wholesale,United States,California,Wholesale/Retail, 1-9,2013,3.0,84.2,19.6,0.0,29.5,9.3,21.0,1.0,0.0,1.4,0.7,1.6,2.9
Personal care products,Manufactured Goods,Brazil,Sao Paulo,Manufacturing, 10-49,2014,1.0,143.4,78.5,0.0,33.5,6.0,20.2,0.0,0.0,1.8,0.0,3.4,2.9
Travel agency & related,Administrative & support services,Brazil,São Paulo,Service, 0,2018,1.0,80.2,48.5,3.8,12.4,15.2,23.9,0.0,0.0,0.0,0.0,1.7,2.9
Social networks & info sharing,"Information, communication & technology",Australia,New South Wales,Service, 0,2017,1.0,90.1,41.5,0.0,32.3,13.2,23.9,1.7,0.0,1.4,0.0,1.7,2.9
Management consultant - for-profits,Professional & technical services,Spain,Huelva,Service, 1-9,2024,1.0,170.4,54.6,48.3,10.1,21.6,27.1,3.8,0.0,0.7,0.0,3.9,3.0
Management consultant - for-profits,Professional & technical services,Spain,Huelva,Service, 1-9,2021,2.0,153.0,45.6,40.7,10.1,21.6,25.6,3.6,0.0,0.7,0.0,4.8,3.0
Management consultant - for-profits,Professional & technical services,Spain,Huelva,Service, 1-9,2018,3.0,153.8,41.8,50.2,14.3,14.6,29.4,2.7,0.0,0.8,0.0,0.0,2.9
Management consultant - for-profits,Professional & technical services,Spain,Huelva,Service, 1-9,2014,4.0,127.8,47.1,26.2,14.4,11.2,27.8,0.0,0.0,1.1,0.0,0.0,2.9
Other personal services,Professional & technical services,Spain,Huelva,Service, 10-49,2013,5.0,89.7,22.7,16.8,8.3,12.6,25.1,0.9,0.0,0.3,0.8,1.9,2.9
Apparel,Wholesale,Argentina,Buenos Aires,Wholesale/Retail, 0,2017,1.0,117.3,75.1,0.0,31.8,9.5,23.9,0.0,0.0,0.9,0.0,1.7,2.9
Apparel,Wholesale,Argentina,Buenos Aires,Wholesale/Retail, 0,2014,2.0,107.9,73.1,0.0,24.4,9.2,0.0,0.0,0.0,1.2,0.0,0.0,2.9
Management consultant - for-profits,Professional & technical services,Belgium,Brussels-Capital Region,Service, 10-49,2022,1.0,97.6,21.7,13.4,11.2,19.5,26.0,2.9,0.0,0.0,0.0,2.5,2.6
Other personal services,Other services,United States,California,Service, 1-9,2024,1.0,91.0,30.5,1.5,12.9,15.8,27.0,3.0,0.0,0.0,0.0,0.0,2.8
Other personal services,Other services,United States,California,Service, 1-9,2021,2.0,87.4,29.6,1.3,12.4,16.2,24.3,3.3,0.0,0.0,0.0,0.0,2.8
Other personal services,Other services,United States,California,Service, 1-9,2018,3.0,88.1,48.9,0.0,10.1,7.7,19.8,0.0,0.0,1.2,0.0,0.4,2.9
Other info service activities,"Information, communication & technology",Belgium,Brussels-Capital Region,Service, 10-49,2024,1.0,102.1,17.3,4.2,26.2,17.7,28.5,2.5,0.0,0.0,0.0,5.4,3.6
Other info service activities,"Information, communication & technology",Belgium,Brussels,Service, 1-9,2021,2.0,92.7,14.4,4.2,21.3,18.6,20.7,2.4,0.0,3.2,0.0,7.5,4.4
Software publishing and SaaS platforms,"Information, communication & technology",United States,Illinois,Service, 1-9,2020,1.0,99.6,25.2,5.2,8.6,17.3,37.3,3.4,0.0,0.6,0.0,1.5,1.8
Advertising & market research,Professional & technical services,Netherlands The,North Holland,Service, 10-49,2019,1.0,82.3,17.1,8.8,8.8,17.8,20.8,3.0,0.0,0.7,0.0,5.1,1.0
Deposit bank - Developed Markets,Financial & insurance activities,Italy,Friuli-Venezia Giulia,Service, 250-999,2021,1.0,84.7,10.8,14.3,5.5,19.9,26.1,0.0,1.0,0.5,0.0,5.4,2.4
Software publishing and SaaS platforms,"Information, communication & technology",Argentina,Buenos Aires,Service, 10-49,2020,1.0,83.5,15.2,4.1,5.9,17.6,28.3,1.3,0.0,0.2,0.0,10.6,0.0
Software publishing and SaaS platforms,"Information, communication & technology",Argentina,Buenos Aires,Service, 10-49,2017,2.0,81.7,15.9,0.0,8.6,17.5,38.7,0.0,0.0,1.0,0.0,0.0,2.9
Advertising & market research,Professional & technical services,United States,New York,Service, 10-49,2020,1.0,95.5,22.5,12.7,0.7,16.8,36.8,3.2,0.0,0.6,0.0,1.9,0.0
Other retail sale,Retail,Chile,Santiago Metropolitan Region,Wholesale/Retail, 10-49,2014,1.0,84.7,39.0,7.5,13.9,5.6,12.5,0.0,0.0,3.7,0.0,2.2,2.9
Fabricated metal products,Wholesale,United States,California,Wholesale/Retail, 1-9,2013,1.0,115.4,52.7,0.0,27.7,10.6,21.4,0.7,0.0,1.2,0.0,0.8,2.9
Other education,Education,Spain,Balearic Islands,Service, 10-49,2021,1.0,85.9,19.0,18.6,4.5,16.1,18.8,2.5,0.0,3.4,0.0,2.7,0.5
Management consultant - for-profits,Professional & technical services,United States,Washington,Service, 0,2014,1.0,111.2,29.1,54.1,12.9,12.7,0.0,1.2,0.0,0.9,0.0,0.0,2.9
Management consultant - for-profits,Professional & technical services,United States,Washington,Service, 0,2012,2.0,117.7,21.9,69.7,9.0,16.6,0.0,0.4,0.0,0.0,0.0,0.0,2.9
Apparel,Retail,New Zealand,Wellington Region,Wholesale/Retail, 1-9,2024,1.0,98.9,20.6,3.8,24.1,17.3,22.8,2.4,0.9,4.7,0.0,1.9,2.1
Apparel,Retail,New Zealand,Wellington Region,Wholesale/Retail, 1-9,2021,2.0,85.9,24.4,3.8,19.6,9.3,17.9,2.7,0.9,5.1,0.0,1.8,2.8
Advertising & market research,Professional & technical services,United Kingdom,Leicestershire,Service, 10-49,2021,1.0,94.5,23.4,4.7,9.8,22.4,32.1,0.0,0.0,0.7,0.0,1.0,1.7
Other info service activities,"Information, communication & technology",Australia,New South Wales,Service, 0,2021,1.0,96.5,29.5,33.4,4.9,21.1,23.9,3.3,0.0,4.1,0.0,1.7,0.3
Other info service activities,"Information, communication & technology",Australia,New South Wales,Service, 0,2018,2.0,102.5,24.4,51.8,11.8,12.0,23.9,1.0,0.0,1.3,0.0,1.7,2.9
Other info service activities,"Information, communication & technology",Australia,New South Wales,Service, 1-9,2016,3.0,107.6,27.0,32.3,1.1,13.1,21.6,1.0,0.0,0.4,0.0,0.0,2.9
Other/general wholesale trade,Wholesale,United States,colorado,Wholesale/Retail, 10-49,2014,1.0,120.4,30.2,45.5,13.6,8.2,18.1,0.0,0.0,4.2,0.0,0.4,2.9
Wood & wood products,Retail,Australia,New South Wales,Wholesale/Retail, 1-9,2021,1.0,135.6,42.0,4.7,45.8,15.2,19.2,3.4,0.0,2.0,0.0,3.0,7.6
Health insurance,Financial & insurance activities,United States,New York,Service, 250-999,2022,1.0,90.1,16.0,18.8,1.1,13.1,37.6,1.7,0.0,0.4,0.0,1.1,0.1
Food products,Manufactured Goods,Canada,Quebec,Manufacturing, 250-999,2023,1.0,94.8,18.7,3.4,22.0,17.5,30.1,1.5,0.0,0.3,0.0,0.9,6.0
Food products,Manufactured Goods,Canada,Quebec,Manufacturing, 250-999,2020,2.0,96.2,21.0,3.4,22.6,17.5,30.1,0.0,0.0,0.3,0.0,0.9,6.0
Food products,Manufactured Goods,Canada,Quebec,Manufacturing, 250-999,2017,3.0,83.4,20.1,0.0,19.3,15.5,26.8,0.4,0.0,0.2,0.0,1.1,2.9
Leather & related products,Retail,Netherlands The,South Holland,Wholesale/Retail, 50-249,2023,1.0,114.5,19.2,2.2,52.9,13.4,25.1,0.0,0.0,0.6,0.0,0.9,11.1
Leather & related products,Retail,Netherlands The,Zuid Holland,Wholesale/Retail, 50-249,2020,2.0,85.4,20.7,2.8,22.4,14.2,20.5,0.0,0.0,0.4,0.0,4.2,7.1
Electrical equipment,Wholesale,United Kingdom,London Borough of Southwark,Wholesale/Retail, 10-49,2020,1.0,100.3,20.5,4.0,24.5,17.2,29.3,0.0,0.0,2.2,0.0,2.5,2.0
Transportation support,Transportation & storage,Peru,LIMA,Wholesale/Retail, 50-249,2018,1.0,91.5,36.8,5.7,11.0,9.9,24.1,0.0,0.0,3.0,0.0,0.7,2.9
Technology-based support services,Human health & social work,Australia,New South Wales,Service, 1-9,2016,1.0,83.9,22.3,21.9,2.6,9.1,27.2,0.8,0.0,0.0,0.0,0.0,2.9
Environmental consulting,Professional & technical services,United Kingdom,North West England,Service, 10-49,2019,1.0,98.0,18.4,24.0,8.2,12.4,31.4,0.0,0.0,0.6,0.0,2.7,0.9
Solar panel installation,Energy,Colombia,Antioquia Department,Service with Significant Environmental Footprint, 10-49,2021,1.0,82.2,11.0,4.3,30.0,14.0,13.7,0.0,0.0,4.8,0.0,4.2,2.4
Solar panel installation,Energy,Colombia,Antioquia Department,Wholesale/Retail, 10-49,2017,2.0,156.1,33.8,41.8,41.4,12.7,24.0,0.0,0.0,2.4,0.0,0.0,2.9
Engineering,Professional & technical services,Colombia,Antioquia Department,Service, 10-49,2014,3.0,138.4,38.1,30.3,31.7,12.2,25.4,0.0,0.0,0.6,0.0,0.0,2.9
Engineering,Professional & technical services,Colombia,Antioquia Department,Service, 10-49,2012,4.0,150.5,44.9,40.3,27.9,9.6,25.8,0.8,0.0,1.2,0.0,0.0,2.9
Accommodation,Accommodation & food service,Switzerland,Canton of Valais,Wholesale/Retail, 10-49,2016,1.0,84.1,39.3,1.3,16.1,8.3,17.1,0.5,0.0,0.8,0.0,0.7,2.9
Accommodation,Accommodation & food service,Switzerland,Canton of Valais,Service, 1-9,2014,2.0,89.7,36.4,2.5,10.9,11.9,27.4,0.0,0.0,0.0,0.0,0.7,2.9
Education & training services,Education,Netherlands The,Utrecht,Service, 10-49,2019,1.0,82.3,11.0,24.9,7.9,12.9,20.2,1.8,0.0,0.0,0.0,3.2,1.4
Personal care products,Wholesale,Belgium,Wallonia,Wholesale/Retail, 10-49,2021,1.0,96.3,10.1,4.2,34.3,16.7,21.7,2.1,0.0,1.3,0.0,5.6,6.1
Management consultant - for-profits,Professional & technical services,United Kingdom,London Borough of Lambeth,Service, 1-9,2016,1.0,81.7,19.3,19.4,4.5,9.3,27.1,0.0,0.0,0.5,0.0,1.6,2.9
Solar panel installation,Energy,Italy,Varese,Service, 10-49,2020,1.0,84.7,14.6,4.1,23.4,8.2,27.6,0.0,0.0,0.4,0.0,6.0,1.5
Apparel,Retail,United Kingdom,London Borough of Richmond upon Thames,Wholesale/Retail, 1-9,2021,1.0,81.0,11.6,3.7,24.1,13.5,17.5,2.1,0.0,7.2,0.0,1.0,5.5
Agricultural Processing,"Agriculture, forestry & fishing",Colombia,Antioquia Department,Agriculture/Growers, 50-249,2024,1.0,94.0,29.3,1.4,11.9,15.6,23.1,1.9,0.0,4.3,0.2,5.8,2.1
Agricultural Processing,"Agriculture, forestry & fishing",Colombia,Antioquia Department,Agriculture/Growers, 10-49,2020,2.0,84.8,26.7,1.2,11.5,15.4,15.8,1.7,0.0,4.3,0.2,7.6,2.0
Other/general wholesale trade,Wholesale,United States,California,Wholesale/Retail, 0,2014,1.0,80.9,61.2,0.0,9.9,7.2,0.0,1.1,0.0,1.3,0.0,0.0,2.9
Games & toys,Retail,France,Occitanie,Wholesale/Retail, 0,2017,1.0,80.0,33.3,10.0,29.9,6.8,23.9,0.0,0.0,0.0,0.0,1.7,2.9
Food products,Retail,United States,North Carolina,Wholesale/Retail, 10-49,2016,1.0,95.4,43.7,0.0,28.2,7.1,13.3,0.6,0.0,2.2,0.0,0.3,2.9
Food products,Retail,United States,North Carolina,Wholesale/Retail, 10-49,2014,2.0,89.6,39.5,0.0,21.1,10.0,11.3,1.1,0.0,4.8,0.5,0.8,2.9
Other/general wholesale trade,Wholesale,United States,California,Wholesale/Retail, 0,2016,1.0,94.5,35.3,0.0,36.1,22.8,23.9,0.0,0.0,0.3,0.0,1.7,2.9
Paper & paper products,Wholesale,United States,California,Wholesale/Retail, 1-9,2013,2.0,96.0,15.4,0.0,41.9,9.4,27.1,0.5,0.0,0.6,0.8,0.0,2.9
Paper & paper products,Wholesale,United States,California,Wholesale/Retail, 0,2007,3.0,93.4,15.4,11.5,15.4,19.2,31.9,0.0,0.0,0.0,0.0,0.0,2.9
Other renewable energy installation,Energy,Canada,Alberta,Service, 0,2018,1.0,90.6,57.6,0.0,16.3,13.9,23.9,1.8,0.0,1.0,0.0,1.7,2.9
Other renewable energy installation,Energy,Canada,Alberta,Service, 1-9,2016,2.0,83.4,48.8,0.0,7.0,9.4,15.8,1.1,0.0,1.0,0.0,0.4,2.9
Printing & recorded media,Manufactured Goods,United States,California,Manufacturing, 10-49,2016,1.0,97.7,35.0,0.0,29.7,12.1,19.8,0.6,0.0,0.5,0.0,0.0,2.9
Printing & recorded media,Manufactured Goods,United States,California,Manufacturing, 10-49,2013,2.0,81.7,16.3,0.0,35.3,8.6,19.2,0.9,0.0,0.4,0.4,0.2,2.9
